day,location,sessions,carts,payment,sales
8/19/2024,Nayarit,598,25.3,25.3,4.6
8/19/2024,Baja California Sur,701.5,32.2,11.5,0
8/19/2024,Yucatán,3489.1,149.5,133.4,20.7
8/19/2024,Colima,618.7,34.5,16.1,2.3
8/19/2024,Durango,733.7,34.5,27.6,2.3
8/19/2024,Tlaxcala,563.5,20.7,23,2.3
8/19/2024,Michoacán,3240.7,124.2,105.8,11.5
8/19/2024,Oaxaca,770.5,16.1,23,4.6
8/19/2024,Sinaloa,2973.9,108.1,85.1,0
8/19/2024,Hidalgo,1444.4,64.4,75.9,18.4
8/19/2024,Quintana Roo,3792.7,174.8,124.2,29.9
8/19/2024,Campeche,915.4,32.2,29.9,4.6
8/19/2024,Veracruz,4395.3,167.9,140.3,23
8/19/2024,Baja California,3394.8,138,87.4,11.5
8/19/2024,Guanajuato,4724.2,190.9,144.9,29.9
8/19/2024,Morelos,2210.3,85.1,78.2,11.5
8/19/2024,Zacatecas,929.2,23,29.9,4.6
8/19/2024,México,15789.5,623.3,556.6,92
8/19/2024,Puebla,3923.8,126.5,103.5,16.1
8/19/2024,Aguascalientes,1315.6,69,62.1,6.9
8/20/2024,Quintana Roo,3735.2,156.4,126.5,4.6
8/20/2024,Nayarit,547.4,29.9,13.8,0
8/20/2024,Mexico City,35302.7,1925.1,1777.9,156.4
8/20/2024,San Luis Potosí,1442.1,48.3,36.8,0
8/20/2024,Hidalgo,1449,57.5,80.5,9.2
8/20/2024,Tlaxcala,561.2,16.1,16.1,0
8/20/2024,Baja California Sur,692.3,16.1,11.5,0
8/20/2024,México,16051.7,644,535.9,69
8/20/2024,Coahuila,3528.2,710.7,685.4,11.5
8/20/2024,Oaxaca,706.1,29.9,23,0
8/20/2024,Michoacán,3153.3,156.4,103.5,6.9
8/20/2024,Tamaulipas,2569.1,92,69,9.2
8/20/2024,Guanajuato,4811.6,193.2,140.3,18.4
8/20/2024,Puebla,4018.1,151.8,101.2,16.1
8/20/2024,Yucatán,3371.8,124.2,119.6,23
8/20/2024,Chiapas,1465.1,48.3,34.5,6.9
8/20/2024,Chihuahua,3256.8,92,59.8,9.2
8/20/2024,Sonora,3164.8,149.5,101.2,6.9
8/20/2024,Zacatecas,897,52.9,36.8,6.9
8/20/2024,Morelos,2182.7,59.8,48.3,2.3
8/20/2024,Campeche,890.1,57.5,48.3,2.3
8/20/2024,Durango,752.1,36.8,32.2,0
8/20/2024,Baja California,3493.7,119.6,52.9,6.9
8/20/2024,Tabasco,2518.5,101.2,66.7,13.8
8/20/2024,Querétaro,3631.7,140.3,112.7,4.6
8/20/2024,Nuevo León,11734.6,469.2,338.1,46
8/20/2024,Jalisco,13940.3,630.2,397.9,55.2
8/20/2024,Aguascalientes,1182.2,34.5,25.3,11.5
8/20/2024,Veracruz,4816.2,167.9,142.6,2.3
8/20/2024,Guerrero,1442.1,50.6,39.1,4.6
8/20/2024,Colima,699.2,32.2,11.5,0
8/20/2024,Sinaloa,3146.4,126.5,98.9,6.9
8/21/2024,Sonora,3433.9,163.3,108.1,9.2
8/21/2024,Aguascalientes,1345.5,52.9,48.3,4.6
8/21/2024,Querétaro,3815.7,142.6,94.3,6.9
8/21/2024,Veracruz,4747.2,167.9,147.2,16.1
8/21/2024,Tabasco,2500.1,96.6,80.5,2.3
8/21/2024,Baja California Sur,722.2,29.9,18.4,2.3
8/21/2024,Baja California,3857.1,163.3,108.1,13.8
8/21/2024,Yucatán,3693.8,135.7,117.3,25.3
8/21/2024,Oaxaca,749.8,20.7,11.5,2.3
8/21/2024,Chihuahua,3431.6,103.5,82.8,9.2
8/21/2024,Quintana Roo,4121.6,140.3,128.8,11.5
8/21/2024,Nuevo León,12424.6,552,397.9,39.1
8/21/2024,Jalisco,14754.5,616.4,455.4,69
8/21/2024,Campeche,920,32.2,43.7,6.9
8/21/2024,Morelos,2214.9,108.1,94.3,13.8
8/21/2024,Zacatecas,1069.5,34.5,29.9,0
8/21/2024,Sinaloa,3295.9,121.9,92,6.9
8/21/2024,Colima,678.5,41.4,29.9,4.6
8/21/2024,Tamaulipas,2536.9,108.1,64.4,2.3
8/21/2024,San Luis Potosí,1469.7,59.8,36.8,2.3
8/21/2024,Hidalgo,1483.5,48.3,64.4,11.5
8/21/2024,Michoacán,3394.8,128.8,103.5,27.6
8/21/2024,Puebla,4450.5,147.2,98.9,18.4
8/21/2024,Guanajuato,4664.4,172.5,138,18.4
8/21/2024,Mexico City,37501.5,1971.1,1925.1,133.4
8/21/2024,Durango,733.7,25.3,16.1,2.3
8/21/2024,Coahuila,3721.4,673.9,627.9,6.9
8/21/2024,Guerrero,1382.3,20.7,25.3,0
8/21/2024,Chiapas,1462.8,82.8,69,2.3
8/21/2024,Tlaxcala,673.9,34.5,36.8,4.6
8/21/2024,Nayarit,683.1,13.8,16.1,0
8/21/2024,México,16550.8,595.7,529,82.8
8/22/2024,Quintana Roo,4087.1,140.3,151.8,20.7
8/22/2024,Campeche,924.6,36.8,29.9,2.3
8/22/2024,Yucatán,3477.6,161,156.4,11.5
8/22/2024,Baja California Sur,694.6,34.5,16.1,2.3
8/22/2024,Querétaro,3606.4,135.7,82.8,18.4
8/22/2024,Mexico City,36319.3,1913.6,1736.5,135.7
8/22/2024,Tlaxcala,678.5,27.6,20.7,2.3
8/22/2024,Chiapas,1439.8,57.5,43.7,0
8/22/2024,Coahuila,3463.8,538.2,517.5,4.6
8/22/2024,San Luis Potosí,1465.1,52.9,36.8,6.9
8/22/2024,Hidalgo,1591.6,62.1,50.6,4.6
8/22/2024,Guerrero,1432.9,36.8,34.5,2.3
8/22/2024,México,16442.7,602.6,535.9,52.9
8/22/2024,Michoacán,3659.3,149.5,96.6,18.4
8/22/2024,Nayarit,664.7,27.6,13.8,0
8/22/2024,Colima,692.3,36.8,16.1,0
8/22/2024,Tabasco,2691,96.6,80.5,2.3
8/22/2024,Durango,816.5,23,25.3,2.3
8/22/2024,Chihuahua,3190.1,87.4,59.8,6.9
8/22/2024,Puebla,4301,186.3,149.5,11.5
8/22/2024,Aguascalientes,1329.4,59.8,43.7,13.8
8/22/2024,Zacatecas,968.3,25.3,18.4,4.6
8/22/2024,Morelos,2168.9,52.9,59.8,6.9
8/22/2024,Sinaloa,3266,121.9,87.4,18.4
8/22/2024,Baja California,3686.9,131.1,78.2,4.6
8/22/2024,Guanajuato,5034.7,165.6,142.6,11.5
8/22/2024,Sonora,3638.6,161,98.9,9.2
8/22/2024,Veracruz,4600,156.4,112.7,27.6
8/22/2024,Tamaulipas,2674.9,103.5,62.1,11.5
8/22/2024,Oaxaca,798.1,36.8,13.8,2.3
8/22/2024,Nuevo León,12827.1,450.8,370.3,43.7
8/22/2024,Jalisco,14464.7,572.7,416.3,50.6
8/23/2024,Michoacán,3615.6,119.6,75.9,2.3
8/23/2024,Zacatecas,1058,32.2,13.8,2.3
8/23/2024,Morelos,2557.6,46,43.7,9.2
8/23/2024,Tabasco,2785.3,98.9,66.7,9.2
8/23/2024,Chihuahua,3498.3,119.6,75.9,4.6
8/23/2024,Tamaulipas,2960.1,115,59.8,4.6
8/23/2024,México,18370.1,621,487.6,64.4
8/23/2024,Tlaxcala,637.1,23,18.4,2.3
8/23/2024,Yucatán,3652.4,149.5,119.6,13.8
8/23/2024,Nayarit,653.2,11.5,4.6,0
8/23/2024,Guerrero,1628.4,39.1,27.6,2.3
8/23/2024,Durango,791.2,20.7,16.1,4.6
8/23/2024,Hidalgo,1667.5,46,41.4,6.9
8/23/2024,Guanajuato,5600.5,158.7,94.3,16.1
8/23/2024,Oaxaca,832.6,27.6,9.2,2.3
8/23/2024,Quintana Roo,4767.9,161,156.4,18.4
8/23/2024,Mexico City,40351.2,1929.7,1662.9,158.7
8/23/2024,Sinaloa,3788.1,103.5,46,6.9
8/23/2024,Coahuila,3838.7,561.2,535.9,6.9
8/23/2024,Jalisco,15005.2,494.5,414,78.2
8/23/2024,Nuevo León,14375,485.3,340.4,32.2
8/23/2024,Campeche,1154.6,25.3,18.4,6.9
8/23/2024,Veracruz,5064.6,167.9,142.6,11.5
8/23/2024,Colima,745.2,43.7,25.3,2.3
8/23/2024,Baja California Sur,795.8,25.3,18.4,2.3
8/23/2024,Sonora,3774.3,135.7,57.5,6.9
8/23/2024,Querétaro,3822.6,119.6,85.1,13.8
8/23/2024,Puebla,5009.4,105.8,103.5,6.9
8/23/2024,San Luis Potosí,1416.8,55.2,39.1,2.3
8/23/2024,Baja California,3997.4,128.8,75.9,4.6
8/23/2024,Aguascalientes,1329.4,52.9,50.6,4.6
8/23/2024,Chiapas,1474.3,55.2,41.4,2.3
8/24/2024,Oaxaca,777.4,27.6,29.9,2.3
8/24/2024,Morelos,2369,64.4,55.2,11.5
8/24/2024,Zacatecas,857.9,32.2,16.1,0
8/24/2024,Puebla,4103.2,131.1,96.6,6.9
8/24/2024,Hidalgo,1536.4,59.8,71.3,9.2
8/24/2024,Nuevo León,11601.2,425.5,308.2,39.1
8/24/2024,Jalisco,13149.1,489.9,305.9,36.8
8/24/2024,Yucatán,3360.3,110.4,98.9,13.8
8/24/2024,Chihuahua,3203.9,101.2,59.8,2.3
8/24/2024,Michoacán,2964.7,98.9,62.1,6.9
8/24/2024,Mexico City,34976.1,1688.2,1492.7,124.2
8/24/2024,Coahuila,3277.5,515.2,515.2,4.6
8/24/2024,Campeche,1012,20.7,23,4.6
8/24/2024,Querétaro,3574.2,115,75.9,9.2
8/24/2024,México,15527.3,499.1,446.2,69
8/24/2024,Nayarit,577.3,29.9,13.8,0
8/24/2024,Chiapas,1297.2,41.4,25.3,2.3
8/24/2024,Colima,676.2,34.5,18.4,2.3
8/24/2024,Durango,779.7,25.3,13.8,2.3
8/24/2024,Tamaulipas,2504.7,85.1,78.2,4.6
8/24/2024,Baja California Sur,660.1,25.3,11.5,0
8/24/2024,Sonora,3213.1,103.5,73.6,6.9
8/24/2024,San Luis Potosí,1354.7,55.2,41.4,2.3
8/24/2024,Veracruz,4673.6,144.9,105.8,20.7
8/24/2024,Guerrero,1389.2,34.5,16.1,2.3
8/24/2024,Tabasco,2562.2,101.2,62.1,6.9
8/24/2024,Quintana Roo,3811.1,156.4,138,13.8
8/24/2024,Tlaxcala,644,16.1,9.2,4.6
8/24/2024,Aguascalientes,1159.2,46,34.5,2.3
8/24/2024,Sinaloa,3226.9,112.7,66.7,9.2
8/24/2024,Baja California,3500.6,121.9,80.5,6.9
8/24/2024,Guanajuato,4945,140.3,108.1,11.5
8/25/2024,Baja California Sur,724.5,20.7,20.7,2.3
8/25/2024,Tabasco,2550.7,66.7,41.4,2.3
8/25/2024,Hidalgo,1614.6,69,75.9,9.2
8/25/2024,Guanajuato,5338.3,195.5,142.6,16.1
8/25/2024,Nuevo León,12167,349.6,236.9,36.8
8/25/2024,Jalisco,13613.7,455.4,289.8,32.2
8/25/2024,Mexico City,34868,1711.2,1527.2,131.1
8/25/2024,Colima,696.9,18.4,20.7,4.6
8/25/2024,Quintana Roo,3951.4,117.3,78.2,0
8/25/2024,Sinaloa,3144.1,115,66.7,4.6
8/25/2024,Oaxaca,786.6,27.6,32.2,6.9
8/25/2024,Campeche,1009.7,36.8,23,6.9
8/25/2024,Baja California,3792.7,144.9,73.6,11.5
8/25/2024,Morelos,2548.4,101.2,71.3,6.9
8/25/2024,Zacatecas,933.8,23,20.7,2.3
8/25/2024,Chihuahua,3374.1,115,75.9,9.2
8/25/2024,Yucatán,3459.2,92,89.7,13.8
8/25/2024,Durango,765.9,20.7,23,9.2
8/25/2024,Puebla,4073.3,110.4,73.6,13.8
8/25/2024,Tamaulipas,2640.4,48.3,50.6,4.6
8/25/2024,Veracruz,4715,128.8,101.2,6.9
8/25/2024,Michoacán,3132.6,110.4,103.5,18.4
8/25/2024,Sonora,3295.9,119.6,82.8,4.6
8/25/2024,Aguascalientes,1338.6,41.4,43.7,2.3
8/25/2024,Tlaxcala,657.8,27.6,18.4,0
8/25/2024,Guerrero,1324.8,46,39.1,4.6
8/25/2024,Coahuila,3452.3,524.4,508.3,6.9
8/25/2024,Chiapas,1237.4,41.4,25.3,4.6
8/25/2024,Querétaro,3325.8,87.4,59.8,18.4
8/25/2024,Nayarit,549.7,20.7,20.7,2.3
8/25/2024,México,16624.4,471.5,404.8,46
8/25/2024,San Luis Potosí,1428.3,34.5,23,11.5
8/26/2024,Chihuahua,3654.7,149.5,71.3,13.8
8/26/2024,Yucatán,4252.7,170.2,128.8,20.7
8/26/2024,Puebla,4786.3,167.9,85.1,6.9
8/26/2024,México,17737.6,731.4,653.2,75.9
8/26/2024,Campeche,1097.1,29.9,16.1,2.3
8/26/2024,Querétaro,4144.6,154.1,78.2,4.6
8/26/2024,Tamaulipas,3220,121.9,87.4,9.2
8/26/2024,Chiapas,1485.8,62.1,32.2,4.6
8/26/2024,Quintana Roo,4367.7,154.1,117.3,9.2
8/26/2024,Tlaxcala,738.3,39.1,11.5,0
8/26/2024,Colima,770.5,29.9,25.3,2.3
8/26/2024,Mexico City,39923.4,1964.2,1805.5,165.6
8/26/2024,Baja California Sur,851,34.5,9.2,0
8/26/2024,Oaxaca,876.3,25.3,20.7,4.6
8/26/2024,Hidalgo,1761.8,62.1,34.5,2.3
8/26/2024,Zacatecas,1055.7,29.9,23,2.3
8/26/2024,Morelos,2651.9,98.9,71.3,9.2
8/26/2024,Durango,924.6,46,29.9,6.9
8/26/2024,Aguascalientes,1538.7,55.2,52.9,9.2
8/26/2024,Coahuila,4133.1,503.7,439.3,6.9
8/26/2024,San Luis Potosí,1787.1,46,20.7,6.9
8/26/2024,Nayarit,581.9,23,6.9,0
8/26/2024,Guerrero,1635.3,36.8,18.4,2.3
8/26/2024,Michoacán,3707.6,131.1,92,23
8/26/2024,Sinaloa,3923.8,149.5,73.6,11.5
8/26/2024,Baja California,4409.1,179.4,105.8,9.2
8/26/2024,Sonora,3804.2,144.9,75.9,16.1
8/26/2024,Guanajuato,6233,197.8,179.4,39.1
8/26/2024,Tabasco,2992.3,80.5,62.1,2.3
8/26/2024,Veracruz,5345.2,186.3,124.2,16.1
8/26/2024,Nuevo León,15295,581.9,391,71.3
8/26/2024,Jalisco,15725.1,618.7,395.6,34.5
8/27/2024,Michoacán,4015.8,126.5,59.8,2.3
8/27/2024,Chiapas,1849.2,62.1,39.1,2.3
8/27/2024,Campeche,1322.5,46,25.3,0
8/27/2024,Jalisco,17323.6,581.9,416.3,69
8/27/2024,Nuevo León,16709.5,545.1,391,43.7
8/27/2024,San Luis Potosí,1863,34.5,34.5,4.6
8/27/2024,Sinaloa,4117,119.6,89.7,13.8
8/27/2024,Chihuahua,4137.7,128.8,73.6,6.9
8/27/2024,Oaxaca,1018.9,39.1,39.1,6.9
8/27/2024,Mexico City,43796.6,2210.3,1708.9,158.7
8/27/2024,Sonora,3852.5,131.1,94.3,4.6
8/27/2024,Nayarit,657.8,16.1,13.8,0
8/27/2024,Veracruz,6495.2,220.8,174.8,29.9
8/27/2024,México,19996.2,857.9,671.6,62.1
8/27/2024,Tabasco,3367.2,89.7,82.8,6.9
8/27/2024,Coahuila,4317.1,434.7,425.5,11.5
8/27/2024,Aguascalientes,1626.1,55.2,48.3,9.2
8/27/2024,Querétaro,4452.8,151.8,96.6,18.4
8/27/2024,Quintana Roo,5007.1,158.7,128.8,9.2
8/27/2024,Yucatán,4864.5,186.3,144.9,11.5
8/27/2024,Morelos,3144.1,121.9,69,2.3
8/27/2024,Zacatecas,1225.9,52.9,32.2,4.6
8/27/2024,Guerrero,2021.7,62.1,46,6.9
8/27/2024,Baja California,4841.5,147.2,89.7,9.2
8/27/2024,Puebla,5524.6,156.4,82.8,11.5
8/27/2024,Baja California Sur,1044.2,18.4,11.5,0
8/27/2024,Tamaulipas,3516.7,103.5,66.7,6.9
8/27/2024,Guanajuato,6872.4,197.8,115,18.4
8/27/2024,Durango,989,34.5,23,2.3
8/27/2024,Hidalgo,1945.8,52.9,36.8,4.6
8/27/2024,Colima,945.3,48.3,27.6,0
8/27/2024,Tlaxcala,1000.5,27.6,27.6,0
8/28/2024,San Luis Potosí,1465.1,48.3,27.6,6.9
8/28/2024,Sinaloa,3001.5,128.8,92,20.7
8/28/2024,Colima,598,29.9,13.8,0
8/28/2024,Veracruz,4735.7,112.7,117.3,11.5
8/28/2024,Campeche,966,36.8,29.9,0
8/28/2024,México,15773.4,784.3,715.3,69
8/28/2024,Hidalgo,1527.2,57.5,43.7,2.3
8/28/2024,Nayarit,501.4,23,20.7,2.3
8/28/2024,Mexico City,35376.3,1814.7,1743.4,179.4
8/28/2024,Baja California,3709.9,126.5,75.9,11.5
8/28/2024,Aguascalientes,1246.6,55.2,25.3,2.3
8/28/2024,Baja California Sur,844.1,41.4,18.4,0
8/28/2024,Yucatán,3588,151.8,126.5,18.4
8/28/2024,Jalisco,14096.7,506,397.9,57.5
8/28/2024,Nuevo León,12392.4,478.4,391,75.9
8/28/2024,Tlaxcala,639.4,20.7,11.5,0
8/28/2024,Tabasco,2679.5,80.5,73.6,11.5
8/28/2024,Michoacán,2939.4,82.8,78.2,11.5
8/28/2024,Puebla,4114.7,108.1,101.2,9.2
8/28/2024,Oaxaca,821.1,32.2,27.6,9.2
8/28/2024,Guanajuato,4968,172.5,154.1,11.5
8/28/2024,Guerrero,1336.3,50.6,36.8,2.3
8/28/2024,Querétaro,3397.1,110.4,105.8,11.5
8/28/2024,Tamaulipas,2589.8,89.7,57.5,6.9
8/28/2024,Coahuila,3174,430.1,418.6,6.9
8/28/2024,Durango,579.6,13.8,11.5,0
8/28/2024,Morelos,2159.7,71.3,66.7,6.9
8/28/2024,Zacatecas,885.5,29.9,16.1,0
8/28/2024,Quintana Roo,3999.7,161,117.3,16.1
8/28/2024,Chiapas,1338.6,32.2,43.7,4.6
8/28/2024,Chihuahua,2992.3,103.5,50.6,6.9
8/28/2024,Sonora,2877.3,98.9,57.5,4.6
8/29/2024,Coahuila,2934.8,407.1,395.6,4.6
8/29/2024,Quintana Roo,3693.8,131.1,87.4,9.2
8/29/2024,Tlaxcala,556.6,25.3,4.6,0
8/29/2024,Oaxaca,784.3,27.6,18.4,0
8/29/2024,Hidalgo,1442.1,52.9,39.1,2.3
8/29/2024,México,14846.5,708.4,678.5,50.6
8/29/2024,Campeche,1046.5,27.6,18.4,6.9
8/29/2024,Tabasco,2359.8,78.2,50.6,6.9
8/29/2024,Veracruz,4165.3,138,103.5,16.1
8/29/2024,Querétaro,3109.6,126.5,89.7,9.2
8/29/2024,Aguascalientes,1154.6,39.1,41.4,13.8
8/29/2024,Chiapas,1267.3,52.9,48.3,9.2
8/29/2024,Guanajuato,4632.2,147.2,105.8,11.5
8/29/2024,Tamaulipas,2272.4,66.7,52.9,11.5
8/29/2024,Chihuahua,2693.3,73.6,73.6,4.6
8/29/2024,Yucatán,3236.1,128.8,117.3,13.8
8/29/2024,Sinaloa,2546.1,69,43.7,4.6
8/29/2024,Baja California,2973.9,101.2,57.5,9.2
8/29/2024,San Luis Potosí,1391.5,34.5,34.5,6.9
8/29/2024,Sonora,2656.5,110.4,69,9.2
8/29/2024,Michoacán,2700.2,105.8,50.6,4.6
8/29/2024,Durango,676.2,18.4,18.4,0
8/29/2024,Puebla,3684.6,131.1,119.6,9.2
8/29/2024,Mexico City,31273.1,1662.9,1616.9,140.3
8/29/2024,Nayarit,489.9,18.4,9.2,0
8/29/2024,Baja California Sur,591.1,20.7,9.2,0
8/29/2024,Colima,510.6,27.6,16.1,2.3
8/29/2024,Nuevo León,11051.5,358.8,305.9,55.2
8/29/2024,Jalisco,12569.5,462.3,439.3,62.1
8/29/2024,Morelos,2040.1,75.9,50.6,2.3
8/29/2024,Zacatecas,818.8,29.9,25.3,2.3
8/29/2024,Guerrero,1258.1,32.2,29.9,4.6
8/30/2024,Tamaulipas,2787.6,98.9,55.2,4.6
8/30/2024,Veracruz,4843.8,138,69,4.6
8/30/2024,Baja California,3475.3,117.3,94.3,11.5
8/30/2024,Baja California Sur,782,29.9,18.4,6.9
8/30/2024,Chihuahua,3056.7,78.2,69,13.8
8/30/2024,Guerrero,1389.2,46,39.1,4.6
8/30/2024,Colima,708.4,34.5,16.1,0
8/30/2024,Nuevo León,12978.9,443.9,280.6,29.9
8/30/2024,Jalisco,14984.5,568.1,377.2,69
8/30/2024,Querétaro,3976.7,142.6,85.1,18.4
8/30/2024,Coahuila,3406.3,450.8,427.8,6.9
8/30/2024,Guanajuato,5457.9,207,149.5,25.3
8/30/2024,Quintana Roo,4190.6,144.9,101.2,11.5
8/30/2024,Hidalgo,1605.4,57.5,46,4.6
8/30/2024,Oaxaca,910.8,32.2,29.9,4.6
8/30/2024,Nayarit,506,16.1,6.9,0
8/30/2024,Mexico City,36245.7,1876.8,1580.1,163.3
8/30/2024,Sinaloa,3279.8,112.7,82.8,9.2
8/30/2024,Aguascalientes,1446.7,62.1,57.5,6.9
8/30/2024,Morelos,2435.7,75.9,64.4,6.9
8/30/2024,Zacatecas,975.2,41.4,20.7,0
8/30/2024,Durango,701.5,16.1,13.8,2.3
8/30/2024,Tabasco,2603.6,64.4,55.2,6.9
8/30/2024,Campeche,1221.3,39.1,32.2,6.9
8/30/2024,México,17054.5,761.3,703.8,50.6
8/30/2024,Yucatán,3824.9,142.6,117.3,18.4
8/30/2024,Michoacán,3114.2,108.1,101.2,16.1
8/30/2024,San Luis Potosí,1483.5,59.8,64.4,6.9
8/30/2024,Puebla,4291.8,142.6,115,20.7
8/30/2024,Tlaxcala,687.7,25.3,18.4,2.3
8/30/2024,Chiapas,1320.2,39.1,43.7,4.6
8/30/2024,Sonora,2973.9,87.4,48.3,0
8/31/2024,Baja California Sur,947.6,32.2,9.2,4.6
8/31/2024,San Luis Potosí,1821.6,78.2,41.4,2.3
8/31/2024,Sinaloa,4082.5,156.4,96.6,9.2
8/31/2024,Mexico City,44005.9,2143.6,1598.5,154.1
8/31/2024,Guanajuato,6729.8,207,135.7,25.3
8/31/2024,Quintana Roo,4892.1,172.5,131.1,16.1
8/31/2024,Tlaxcala,874,32.2,25.3,4.6
8/31/2024,Tamaulipas,3500.6,117.3,75.9,16.1
8/31/2024,Querétaro,4970.3,177.1,115,25.3
8/31/2024,Michoacán,3921.5,119.6,103.5,20.7
8/31/2024,Tabasco,3144.1,98.9,71.3,13.8
8/31/2024,Durango,952.2,34.5,20.7,2.3
8/31/2024,Campeche,1386.9,43.7,32.2,4.6
8/31/2024,Coahuila,4303.3,416.3,404.8,2.3
8/31/2024,Puebla,5862.7,156.4,101.2,6.9
8/31/2024,Morelos,2946.3,101.2,75.9,13.8
8/31/2024,Zacatecas,1193.7,52.9,41.4,2.3
8/31/2024,Chiapas,1754.9,82.8,50.6,4.6
8/31/2024,México,20545.9,832.6,706.1,57.5
8/31/2024,Oaxaca,1067.2,25.3,20.7,6.9
8/31/2024,Guerrero,1872.2,59.8,48.3,4.6
8/31/2024,Nayarit,765.9,20.7,16.1,2.3
8/31/2024,Veracruz,6147.9,200.1,133.4,23
8/31/2024,Hidalgo,1784.8,71.3,59.8,11.5
8/31/2024,Yucatán,4623,181.7,112.7,9.2
8/31/2024,Sonora,3866.3,165.6,73.6,13.8
8/31/2024,Baja California,4606.9,154.1,66.7,11.5
8/31/2024,Colima,926.9,41.4,9.2,2.3
8/31/2024,Chihuahua,3850.2,135.7,92,11.5
8/31/2024,Aguascalientes,1446.7,69,52.9,9.2
8/31/2024,Jalisco,18781.8,634.8,416.3,75.9
8/31/2024,Nuevo León,16297.8,584.2,333.5,32.2
9/1/2024,Querétaro,4195.2,186.3,101.2,16.1
9/1/2024,Nayarit,641.7,29.9,9.2,0
9/1/2024,Chiapas,1488.1,46,32.2,6.9
9/1/2024,Tabasco,3033.7,117.3,48.3,9.2
9/1/2024,Sonora,3622.5,156.4,75.9,6.9
9/1/2024,Quintana Roo,4409.1,140.3,69,4.6
9/1/2024,Durango,1002.8,34.5,27.6,0
9/1/2024,Aguascalientes,1414.5,50.6,46,9.2
9/1/2024,Sinaloa,3751.3,161,80.5,6.9
9/1/2024,Michoacán,3450,105.8,75.9,11.5
9/1/2024,Colima,821.1,27.6,11.5,2.3
9/1/2024,Zacatecas,1138.5,34.5,20.7,2.3
9/1/2024,Morelos,2720.9,98.9,48.3,6.9
9/1/2024,Campeche,1428.3,48.3,39.1,11.5
9/1/2024,Tlaxcala,717.6,36.8,23,4.6
9/1/2024,Jalisco,16631.3,692.3,370.3,66.7
9/1/2024,Nuevo León,14979.9,494.5,273.7,39.1
9/1/2024,Guanajuato,6016.8,211.6,138,11.5
9/1/2024,Yucatán,4073.3,128.8,110.4,32.2
9/1/2024,Baja California Sur,933.8,32.2,20.7,2.3
9/1/2024,Coahuila,4307.9,462.3,441.6,18.4
9/1/2024,Chihuahua,3767.4,142.6,110.4,11.5
9/1/2024,San Luis Potosí,1784.8,50.6,48.3,4.6
9/1/2024,Guerrero,1672.1,50.6,32.2,2.3
9/1/2024,Baja California,4236.6,124.2,80.5,9.2
9/1/2024,Hidalgo,1791.7,69,43.7,4.6
9/1/2024,Oaxaca,920,25.3,16.1,0
9/1/2024,Mexico City,37039.2,1851.5,1501.9,138
9/1/2024,Puebla,4986.4,135.7,78.2,11.5
9/1/2024,Tamaulipas,3509.8,101.2,75.9,9.2
9/1/2024,Veracruz,5678.7,197.8,128.8,18.4
9/1/2024,México,18006.7,772.8,607.2,57.5
9/2/2024,Tamaulipas,2755.4,75.9,59.8,16.1
9/2/2024,Nayarit,554.3,11.5,11.5,0
9/2/2024,Colima,733.7,29.9,16.1,6.9
9/2/2024,México,17689.3,802.7,726.8,66.7
9/2/2024,Campeche,1152.3,34.5,20.7,6.9
9/2/2024,Morelos,2421.9,94.3,78.2,9.2
9/2/2024,Zacatecas,1007.4,34.5,18.4,2.3
9/2/2024,Baja California Sur,749.8,16.1,18.4,2.3
9/2/2024,Hidalgo,1688.2,64.4,64.4,0
9/2/2024,Coahuila,3659.3,425.5,393.3,11.5
9/2/2024,San Luis Potosí,1529.5,39.1,23,0
9/2/2024,Querétaro,4218.2,133.4,105.8,20.7
9/2/2024,Tabasco,2847.4,92,73.6,16.1
9/2/2024,Guanajuato,5331.4,188.6,119.6,20.7
9/2/2024,Nuevo León,13464.2,407.1,312.8,43.7
9/2/2024,Jalisco,15674.5,519.8,407.1,94.3
9/2/2024,Michoacán,3436.2,108.1,103.5,11.5
9/2/2024,Oaxaca,876.3,25.3,11.5,0
9/2/2024,Mexico City,39576.1,1853.8,1676.7,142.6
9/2/2024,Tlaxcala,614.1,23,25.3,4.6
9/2/2024,Guerrero,1508.8,41.4,43.7,4.6
9/2/2024,Puebla,4738,103.5,82.8,9.2
9/2/2024,Quintana Roo,4390.7,138,124.2,11.5
9/2/2024,Aguascalientes,1334,39.1,27.6,0
9/2/2024,Chihuahua,3305.1,124.2,96.6,11.5
9/2/2024,Sinaloa,3509.8,117.3,64.4,16.1
9/2/2024,Sonora,3187.8,85.1,59.8,4.6
9/2/2024,Durango,876.3,27.6,20.7,2.3
9/2/2024,Yucatán,4126.2,115,103.5,18.4
9/2/2024,Baja California,4022.7,119.6,57.5,4.6
9/2/2024,Veracruz,5209.5,135.7,115,18.4
9/2/2024,Chiapas,1520.3,57.5,18.4,6.9
9/3/2024,Durango,784.3,27.6,23,4.6
9/3/2024,Aguascalientes,1306.4,34.5,29.9,4.6
9/3/2024,Quintana Roo,4183.7,124.2,96.6,6.9
9/3/2024,Baja California Sur,832.6,16.1,9.2,2.3
9/3/2024,Jalisco,16281.7,558.9,414,57.5
9/3/2024,Nuevo León,13289.4,489.9,315.1,39.1
9/3/2024,San Luis Potosí,1619.2,50.6,27.6,6.9
9/3/2024,Sonora,3210.8,96.6,43.7,4.6
9/3/2024,Tamaulipas,2999.2,69,59.8,4.6
